Name,Background,Skin,Shell,Body,Mouth,Eyes,Head,Token_ID
Terrapin #05959,Burnt Orange,Leopard Lion,Base ,Cloak - Brown,Dopey,Sunnies - Gun Metal,Afro,54233226107601222042535132476824935139
Terrapin #05475,Burnt Orange,Tiger Teddy,Base ,Naked,Grin,Goggle Steam Punk - Black,Devil Horns,46783382185670716766708611255623888700
Terrapin #02471,Mint,Tiger,Base ,Hawaiian Shirt - Watermelon,Dopey,Sunnies - Gold,Spiky  - Black,44154894166282500358075623844806661032
Terrapin #08079,Early Light,Lion,Dragon Scale - Purple,Orange Shirt,Scream,Laser ,Crown - Ruby,204084396824343283229946677726603191052
Terrapin #03201,Baby Yellow,Leopard Unicorn,Dragon Scale - Purple,Hawaiian Shirt - Pineapple,Ehh,Cyborg - Closed Eye,Mohawk - Blue,233766602217581608346361279136187475192
Terrapin #07250,Charcoal - Big Moon,Common,Base ,Steam Punk Shirt - Red,Dopey - Vampire,Tweeker ,Girls  - Pink,283870423404586202867246213425768495359
Terrapin #09652,Steel Blue,Tiger, Spikes,Naked,Dopey - Vampire,Tweeker ,Rainbow Cap,44350853193839029918772367959863751326
Terrapin #07282,Burnt Orange,Common,Base ,Naked,Dopey,Monocle - Bored ,Pizza,101364977281622555348129377654272439295
Terrapin #06597,Baby Yellow,Lion,Base ,Naked,Ehh,Tweeker ,Red  with Horns,119002334719690344276180699171522463960
Terrapin #01514,Purple,Monochrome,Base ,Cloak - Brown,Scream,Bored ,Girls  - Pink,137041440516371548843823168815738146638
Terrapin #00442,Neon Pink,Lion, Spikes,Naked,Grin,Eyepatch - Angry,Crown - Ruby,138081715034343242431823026137535565905
Terrapin #04499,Charcoal Full Moon,Common,Steam Punk ,Cloak - Black,Grin - 5pm Shadow,Cyborg - Bored,None,188191835763116731264697094040302103698
Terrapin #00236,Steel Blue,Chocolate, Spikes,Suit and Tie,Vampire,Bored ,None,331860554126190229020378579219062129326
Terrapin #00594,Baby Yellow,Leopard Lion, Cannon,Steam Punk Shirt - Blue,Dopey - Drool,Tweeker ,Spiky  - Black,121170073134258617726581013038470735160
Terrapin #01513,Steel Blue,Lion,Dragon Wings - Green,Naked,Snarl - Nose Ring,Tweeker ,Top Hat - black,60180509946775408849000349307610484752
Terrapin #08986,Blue Grey,Lion, Spikes,Naked,Licky Licky,Bored  - Shaved Brow,Mohawk - Silver,188097563930304838587722187958488642814
Terrapin #00191,Burnt Orange,Common,Base ,Cloak - Black,Scream,Steam Punk - Tweeker,Girls  - Brown,225837158610581373243869270907263006752
Terrapin #08273,Neon Pink,Common,Knight Sword - Red,Naked,Grin,Bored ,Octopus,102946086076497622048857194669580230921
Terrapin #08632,Baby Blue,Common,Base ,Leather Jacket - Black,Dopey,Steam Punk - Tweeker,Knight Helmet - Blue,48497408410361756986794158293484429878
Terrapin #08379,Neon Pink,Common,Base ,Naked,Dopey,Tweeker ,Top Hat - Steam Punk,167332385006570695580151234629446272564
Terrapin #03301,Lilac,Lion,Dragon Wings - Black,Leather Jacket - Black,Dopey,Steam Punk - Bored,Cap - ANC,247328209824398266168351876359116735323
Terrapin #02184,Blood Red - Big Moon,Lion,Base ,Luna Jersey,Dopey - Vampire,Eyepatch - Tweeker,None,242832089363485422243398230205558809953
Terrapin #05939,Blood Red - Big Moon,Black and Yellow,Base ,Cloak - Brown,Snarl - Cigar,Steam Punk - Angry,Basketball,110171081649483259621595303554086818065
Terrapin #03173,Steel Blue,Luna,Base ,Luna Jersey 30,Scowl,Eyepatch - Tweeker,Devil Horns,129862705439314652343034868460395355571
Terrapin #08887,Mint,Leopard Unicorn,Base ,Luna Jersey,Grin - 5pm Shadow,Spectacles - Tortoise Shell,Mohawk - Black,197377466619771178811800126145411054037
Terrapin #02274,Blue Grey,Teddy,Base ,Tuxedo,Ehh,Bored ,Top Hat - black,294452768631058641048054512616821402657
Terrapin #09121,Blue Grey,Common,Base ,Hawaiian Shirt - Watermelon,Subtle Smile,Sunnies - Gun Metal,Angel Halo,51932282894593745575388076786522469264
Terrapin #03288,Mint,Tiger Teddy, Spikes,Orange Shirt,Grin - 5pm Shadow,Bored ,Mohawk - Green,248226821699103341526163216345116139684
Terrapin #00965,Clouds,Lion,Base ,Naked,Vampire,Bored ,Bowler Hat,6066246304962539276780654388750742662
Terrapin #02887,Steel Blue,Tiger Teddy,Dragon Scale - Green,Naked,Grin,Steam Punk - Angry,Cap - Pylon,261420018260331433023757184722493402056
Terrapin #05473,Baby Yellow,Hellfire,Base ,Naked,Grin,Eyepatch - Bored,Top Hat - Steam Punk,91761604168148451993896964543085332072
Terrapin #04035,Mint,Lion,Base ,Leather Jacket - Black and White,Monster,Closed ,Mohawk - Green,208146135637153024359634329511282801644
Terrapin #03557,Early Light,Lion,Steam Punk ,Naked,Dopey - Drool,Steam Punk - Tweeker,Devil Horns,247401274106328426795293898266791303674
Terrapin #05058,Blood Red - Big Moon,Common,Base ,Kimono,Grin,Steam Punk - Angry,Top Hat - black,4110971283462787032626910340665994128
Terrapin #06667,Mint,Common,Base ,Suit and Tie,Terrorpin,Tweeker ,Girls  - Brown,272120476954920790630812359826091053657
Terrapin #05875,Early Light,Leopard Lion,Knight Sword - Red,Naked,Monster,Eyepatch - Tweeker,Mohawk - Red,154321974414367533623875315756854480425
Terrapin #02273,Clouds,Leopard Unicorn, Spikes,Naked,Grin - Cigar,Eyepatch - Angry,Top Hat - Steam Punk,32751750991338577138027968737671335100
Terrapin #05884,Steel Blue,Common, Spikes,Orange Shirt,Ehh,Goggle Steam Punk - Black,Top Hat - Steam Punk,206607247246214752698624392835553912293
Terrapin #06248,Blood Red - Big Moon,Leopard Unicorn,Base ,Leather Jacket - Black,Sad,Cyborg - Tweeker,Cap - Pylon,258737409459811137115088658198319947341
Terrapin #06236,Purple,Common, Spikes,Cloak - Blue,Sad,Sunnies - Gold,Bull Hat,49355675541623163508904498551548964337
Terrapin #00974,Early Light,Black and Yellow, Cannon,Naked,Moustache,Terrorpin,Dragon Hat - Red,248063836266834514164938624393187294683
Terrapin #09940,Early Light,Common, Spikes,Assassins Cloak - White,Vampire,Goggle Steam Punk,Crown - Emerald,80301366529460982644566869519973530584
Terrapin #09642,Baby Blue,Lion,Base ,Naked,Snarl - Cigar,Tweeker ,Top Hat - Steam Punk,188881248527391883617831117894734083639
Terrapin #04759,Blue Grey,Lion,Dragon Wings - Black,Luna Shirt,Dopey,Bored ,Cap - ANC,274401674153405715124069862861019972953
Terrapin #02221,Mint,Luna, Spikes,Naked,Grin,Tweeker ,Cheese Head,154103191498742846303827914176268670204
Terrapin #01468,Mint,Common,Base ,Hawaiian Shirt - Watermelon,Grin,Cyborg - Angry,Cap - MIR,117640577509786582654097932872927352753
Terrapin #02215,Mint,Common,Dragon Scale - Green,Cloak - Brown,Scream,Angry Tweeker ,None,206930920236133511792939105841074216298
Terrapin #01622,Mint,Lion, Spikes,Luna Jersey,Licky Licky,Steam Punk - Bored,Angel Halo,328362081904835653036108849311780841500
Terrapin #03063,Blue Grey,Common, Spikes,Tuxedo,Dopey - Vampire,Anime  - Blue,Knight Helmet - Red,286380851249421890137696066892583482473
Terrapin #07643,Lilac,Lion,Armoured ,Luna Jersey,Snarl - Nose Ring,Cyborg - Tweeker,None,280909498393469756750969767813739347195
Terrapin #02857,Purple,Common,Dragon Wings - Black,Hawaiian Shirt - Watermelon,Grin,Closed ,Fried Egg,128806676647844647379338605189734790283
Terrapin #02135,Blue Grey,Common,Base ,Naked,Snarl - Cigar,Bored  - Shaved Brow,Fried Egg,74923931147718033695092436843485817785
Terrapin #06278,Baby Blue,Black and Yellow,Base ,Naked,Grin,Bored ,Crown - Emerald,238619493605472469373732933821009642812
Terrapin #01431,Clouds,Lion,Base ,Naked,Grin,Tweeker ,Dragon Hat - Red,62182893599386619731112878937079187146
Terrapin #06639,Mint,Common,Base ,Leather Jacket - Black,Grin,Tweeker ,Mohawk - Purple,211172421364244639076589549238685186991
Terrapin #05105,Baby Blue,Geisha,Base ,Naked,Dopey,Tweeker ,Top Hat - Steam Punk,35976221576050629867873865374009991782
Terrapin #06243,Blue Grey,Chocolate, Cannon,Naked,Bubblegum,Tweeker ,Red  with Horns,82819502922934852435735491135355707037
Terrapin #08763,Midnight Blue - Big Moon,Geisha,Base ,Naked,Grin,Tweeker ,Penguin Hat,157905607064493464699752540741474364569
Terrapin #01555,Charcoal Full Moon,Leopard Unicorn, Spikes,Hawaiian Shirt - Watermelon,Vampire,Tweeker ,Mohawk - Silver,172762419895090725314138277635727456913
Terrapin #06866,Lilac,Lion,Base ,Naked,Grin - 5pm Shadow,Bored  - Shaved Brow,Mohawk - Black,288565322644758924959020237919983892169
Terrapin #01727,Burnt Orange,Common,Dragon Wings - Purple,Naked,Grin - 5pm Shadow,Tweeker ,Basketball,38601301196817146500952629718927242621
Terrapin #07275,Steel Blue,Black and Yellow,Base ,Steam Punk Shirt - Blue,Grin,Bored ,Angel Halo,172596600344009371677771328548432622915
Terrapin #03209,Charcoal Full Moon,Monochrome,Base ,Hawaiian Shirt - Watermelon,Grin,Steam Punk - Angry,Red  with Horns,154701815162800758310229352501989449512
Terrapin #01324,Lilac,Common,Base ,Orange Shirt,Ehh,Cyborg - Angry,None,214648271616647598918622392374828834151
Terrapin #05714,Early Light,Tiger Teddy,Base ,Naked,Grin - 5pm Shadow,Tweeker ,Mohawk - Silver,142283879171178994902039020100104508468
Terrapin #01059,Mint,Monochrome,Base ,Naked,Scream,Tweeker ,Cheese Head,38415172297772299259293807935945643379
Terrapin #02922,Charcoal - Big Moon,Leopard Unicorn,Knight Sword - Brown,Naked,Grin - 5pm Shadow,Steam Punk - Tweeker,Spiky  - Brown,91328645284786310213569533712975394869
Terrapin #09490,Neon Pink,Leopard Unicorn,Base ,Cloak - Brown,Beard,Angry Tweeker ,Bonnett,187267392619704494714647001293095577457
Terrapin #06790,Steel Blue,Common,Base ,Naked,Grin - Cigar,Goggle Steam Punk - Black,Cap - MIR,115865042869504404063289464709942510558
Terrapin #06743,Blue Grey,Common,Dragon Scale - Purple,Leather Jacket - Black and White,Dopey,Bored ,Mop  Black,170174971934309645642236717507649989375
Terrapin #09636,Early Light,Chocolate,Armoured ,Cloak - Blue,Grin - 5pm Shadow,Bored ,Ape Hat,136571225894916238882633380553708572204
Terrapin #06048,Early Light,Lion,Base ,Naked,Dopey,Closed ,Cap - ANC,262514317411361328083860398472818920860
Terrapin #05633,Charcoal Full Moon,Common,Dragon Scale - Green,Leather Jacket - Black,Scowl,Spectacles - Tortoise Shell,Assassins Cowl - Black,153378028893454247489955829122682909335
Terrapin #06608,Burnt Orange,Common,Knight Sword - Blue,Steam Punk Shirt - Red,Grin,Steam Punk - Bored,Mohawk - Rainbow,17770295901190799631450454995061891633
Terrapin #02149,Early Light,Tiger Teddy,Knight Sword - Brown,Hawaiian Shirt - Watermelon,Scream,Monocle - Tweeker ,Crown - Emerald,30228895368711954461280634262721419624
Terrapin #06397,Purple,Hellfire,Dragon Scale - Green,Steam Punk Shirt - Blue,Dopey,Closed ,Bonnett,66893828613134299960621609777962973823
Terrapin #09667,Charcoal Full Moon,Luna,Base ,Naked,Snarl - Nose Ring,Tweeker ,Devil Horns,256404051861948893671315742687058499041
Terrapin #01997,Blood Red - Big Moon,Lion,Knight Sword - Brown,Orange Shirt,Grin - 5pm Shadow,Bored ,Pizza,34289994790117604492447428814046850349
Terrapin #04705,Purple,Lion,Knight Sword - Brown,Cloak - Blue,Monster,Laser ,Mohawk - Red,30817115058150571030936358877397643895
Terrapin #07325,Purple,Lion,Base ,Naked,Monster,Cyborg - Closed Eye,Mohawk - Blue,74690945320422467984075253769524436564
Terrapin #00175,Charcoal Full Moon,Common,Knight Sword - Blue,Assassins Cloak - White,Ehh,Closed ,Mohawk - Green,298254025908749587725072324002928968676
Terrapin #01286,Charcoal Full Moon,Teddy,Base ,Naked,Scream,Steam Punk - Angry,Angel Halo,94964394218492247988629872467731844863
Terrapin #06269,Steel Blue,Teddy, Spikes,Cloak - Brown,Subtle Smile,Cyborg - Angry,Pirate Bandana,49247384804542580778117560102695034152
Terrapin #06192,Early Light,Tiger Teddy,Knight Sword - Green,Orange Shirt,Dopey - Vampire,Goggle Steam Punk,Devil Horns,85397945438818031757438599547931771522
Terrapin #08876,Steel Blue,Black and Yellow,Dragon Wings - Red,Naked,Dopey,Cyborg - Tweeker,Penguin Hat,264114856800286863232398291480912413266
Terrapin #04278,Mint,Tiger Teddy, Cannon,Naked,Monster,Sunnies - Pink,Cap - Pylon,186441147859843832763485221859593379031
Terrapin #09281,Blue Grey,Lion,Knight Sword - Blue,Naked,Dopey,Bored ,Spiky  - Brown,35135965972210927568296634753364909075
Terrapin #04252,Mint,Common,Knight Sword - Brown,Cloak - Black,Monster,Cyborg - Bored,Top Hat - black,419978766650994097787799358218422755
Terrapin #04540,Baby Yellow,Luna,Steam Punk ,Tuxedo,Subtle Smile,Tweeker ,Mohawk - Blue,90331634410915846096248888838222135197
Terrapin #02855,Steel Blue,Teddy,Base ,Assassins Cloak - Black,Sad,Bored ,Spiky  - Blonde,200655326986193923179423072396905073716
Terrapin #06596,Burnt Orange,Lion,Base ,Steam Punk Shirt - Blue,Licky Licky,Monocle - Tweeker ,Mohawk - Purple,106064241604061005440749893451399398245
Terrapin #03392,Charcoal Full Moon,Common,Base ,Naked,Terrorpin,Tweeker ,Cap - Luna,295883847258104095991951371467576346873
Terrapin #05439,Blue Grey,Teddy,Base ,Leather Jacket - Black,Dopey - Drool,Laser ,Crown - Sapphire,339509029223790723314424990918929529531
Terrapin #02033,Mint,Teddy,Dragon Scale - Green,Orange Shirt,Dopey - Vampire,Laser ,Pirate Bandana,129232651108982578475135727473340907519
Terrapin #00804,Mint,Luna,Base ,Naked,Ehh,Eyepatch - Tweeker,Wizard Hat - Blue,221713108211954033462086308776124908687
Terrapin #07117,Lilac,Teddy,Base ,Leather Jacket - Black,Ehh,Bored ,None,291194033823266644142088200850870121408
Terrapin #08356,Blood Red - Big Moon,Luna,Base ,Leather Jacket - Black,Grin,Tweeker ,Mohawk - Green,261533094754639435986963930202007636628
Terrapin #05076,Early Light,Tiger,Base ,Hawaiian Shirt - Watermelon,Scream,Anime  - Blue,Spiky  - Black,230821290664082145030460862208052349640
Terrapin #08520,Purple,Luna,Knight Sword - Blue,Hawaiian Shirt - Watermelon,Grin - 5pm Shadow,Laser ,Cap - Pylon,75383321563372963797643102788237248876
Terrapin #03126,Burnt Orange,Lion,Armoured ,Suit and Tie,Subtle Smile,Laser ,Mohawk - Black,504579989662895990244041307628254865
Terrapin #01709,Lilac,Black and Yellow,Scythe,Naked,Scowl,Tweeker ,Mohawk - Black,241263301296039343995599888003050145340
Terrapin #01791,Early Light,Common, Spikes,Naked,Sad,Steam Punk - Angry,Mop  Black,145946822170289761337772447602003508175
Terrapin #09948,Charcoal Full Moon,Luna,Dragon Wings - Black,Tuxedo,Ehh,Bored ,Bonnett,242749970669652413178448221648373949978
Terrapin #07521,Blue Grey,Tiger Teddy,Base ,Naked,Grin,Eyepatch - Angry,Red  with Horns,272185098831926682299705645917676132161
Terrapin #04226,Early Light,Lion,Steam Punk ,Naked,Terrorpin,Goggle Steam Punk,Fried Egg,96118774719602364239707173819307181482
Terrapin #06737,Baby Blue,Black and Yellow,Base ,Suit and Tie,Monster,Tweeker ,None,322544958047482744330936112055101323502
Terrapin #09997,Neon Pink,Common,Dragon Wings - Black,Cloak - Brown,Snarl - Cigar,Steam Punk - Tweeker,Top Hat - black,175481916309107587273049244727054899610
Terrapin #02998,Blue Grey,Frog,Knight Sword - Green,Cloak - Black,Terrorpin,Anime  - Blue,Mohawk - Blue,113829805160523023989449301407861748898
Terrapin #03983,Purple,Leopard Unicorn,Base ,Cloak - Black,Dopey - Vampire,Tweeker ,Mohawk - Silver,12143709580256322787376420220417496153
Terrapin #09800,Blue Grey,Tiger Teddy,Armoured ,Tuxedo,Subtle Smile,Bored ,Spiky  - Brown,310327019810160246322667878251959432147
Terrapin #07529,Baby Blue,Lion,Knight Sword - Green,Luna Jersey,Snarl,Bored ,Mohawk - Black,92190940034457412485665198814413005372
Terrapin #00690,Blue Grey,Chocolate,Base ,Cloak - Black,Dopey - Drool,Monocle - Bored ,Afro,93857702246457211826348489325678358041
Terrapin #04335,Neon Pink,Hellfire,Dragon Wings - Green,Naked,Grin - 5pm Shadow,Eyepatch - Tweeker,Cap - MIR,327953865458286424600733848748934105368
Terrapin #08078,Steel Blue,Luna,Base ,Naked,Scream,Monocle - Tweeker ,Unicorn,243770579292175316724007203907656953316
Terrapin #06094,Mint,Common,Armoured ,Naked,Beard,Steam Punk - Tweeker,Top Hat - Steam Punk,81826680163734435233686051751170073985
Terrapin #03780,Charcoal - Big Moon,Common,Base ,Leather Jacket - Black and White,Ehh,Goggle Steam Punk,Dragon Hat - Green,150233440934659265216734923752349907997
Terrapin #04007,Blue Grey,Zebra,Angel Wings,Leather Jacket - Black and White,Snarl - Cigar,Tweeker ,Mohawk - Black,146113530714519341496473111135291112468
Terrapin #00200,Baby Yellow,Teddy,Dragon Wings - Red,Luna Shirt,Grin,Laser ,Fried Egg,139276304809902317363199468787711985547
Terrapin #04862,Mint,Common,Base ,Leather Jacket - Black and White,Grin,Tweeker ,None,285946033949352944803751490570453240942
Terrapin #06988,Mint,Lion,Angel Wings,Kimono,Grin - 5pm Shadow,Bored ,Mohawk - Purple,273177133201012971891637135327142088127
Terrapin #03928,Burnt Orange,Common,Base ,Hawaiian Shirt - Watermelon,Grin - 5pm Shadow,Cyborg - Bored,Red  with Horns,220837429377761335335701461511513219377
Terrapin #05895,Steel Blue,Lion,Base ,Orange Shirt,Scream,Cyborg - Tweeker,Cap - ANC,122850576303611827620171292691981826739
Terrapin #07675,Purple,Teddy,Base ,Leather Jacket - Black,Dopey,Eyepatch - Angry,Afro,199462773524182596564796837944918093205
Terrapin #06498,Blood Red - Big Moon,Lion,Knight Sword - Green,Naked,Beard,Eyepatch - Tweeker,Spiky  - Brown,1500144287724529195784695452233667279
Terrapin #05249,Steel Blue,Geisha,Base ,Leather Jacket - Black,Dopey - Drool,Bored ,Top Hat - Steam Punk,305684053872079896484936297166937100121
Terrapin #01948,Charcoal Full Moon,Chocolate,Dragon Wings - Purple,Cloak - Blue,Ehh,Tweeker ,Spiky  - Blonde,294268564172450365369576596536484758579
Terrapin #02090,Mint,Common,Angel Wings,Naked,Beard,Eyepatch - Bored,Afro,142399621733380511535254634379510115617
Terrapin #01588,Mint,Tiger Teddy,Base ,Hawaiian Shirt - Watermelon,Bubblegum,Angry Tweeker ,Bonnett,84054969505526065724746051101499301438
Terrapin #04551,Purple,Luna,Base ,Leather Jacket - Black,Dopey - Vampire,Eyepatch - Bored,Penguin Hat,64867572239632379373000027300733187572
Terrapin #09513,Blue Grey,Leopard Lion,Base ,Cloak - Brown,Dopey - Vampire,Eyepatch - Bored,Spiky  - Black,271861086962966837626780788173195881974
Terrapin #01542,Mint,Luna,Steam Punk ,Naked,Grin - Cigar,Bored ,Red  with Horns,288315694806663796444905498989017585299
Terrapin #03898,Charcoal Full Moon,Geisha,Turtle Katana,Orange Shirt,Ehh,Steam Punk - Angry,Bull Hat,275829093999368345165101741352022676739
Terrapin #01733,Charcoal Full Moon,Chocolate,Steam Punk ,Luna Jersey,Moustache,Monocle - Bored ,Mohawk - Black,94061309358843595681152855124318460756
Terrapin #01740,Burnt Orange,Common,Base ,Naked,Grin - Cigar,Bored ,Spiky  - Black,338558820634563407390340144484582965865
Terrapin #03122,Steel Blue,Black and Yellow,Dragon Scale - Green,Orange Shirt,Moustache,Steam Punk - Tweeker,Mohawk - Green,151790362782078640041900642636012353522
Terrapin #07360,Mint,Leopard Lion,Base ,Hawaiian Shirt - Pineapple,Monster,Cyborg - Angry Clown,None,160541660309675435095980772682036230813
Terrapin #09178,Blue Grey,Common,Base ,Naked,Dopey,Bored ,Rainbow Cap,26502690999475493965355057243291588908
Terrapin #02584,Baby Blue,Lion,Base ,Naked,Dopey,Eyepatch - Angry,Bull Hat,269427657276666712972420055170963723897
Terrapin #02399,Baby Yellow,Luna,Base ,Cloak - Black,Dopey - Vampire,Steam Punk - Tweeker,Penguin Hat,199703846644623532834311352332804278289
Terrapin #06326,Mint,Luna,Base ,Naked,Scowl,Eyepatch - Bored,Mohawk - Red,327990313519176069415994066737296576816
Terrapin #02958,Steel Blue,Luna, Spikes,Steam Punk Shirt - Blue,Grin,Bored ,Spiky  - Brown,305757346946008706834762367915663459446
Terrapin #00687,Charcoal Full Moon,Common, Spikes,Cloak - Blue,Ehh,Tweeker ,Red  with Horns,32628970753092616878176987963557995576
Terrapin #07014,Mint,Common,Dragon Scale - Green,Naked,Grin,Closed ,Pirate Bandana,275733242316067821556223873093558656362
Terrapin #08706,Burnt Orange,Lion,Diamond Back,Cloak - Brown,Grin - Cigar,Bored ,Spiky  - Brown,337735906780570686083975003412501656064
Terrapin #06168,Steel Blue,Common, Spikes,Steam Punk Shirt - Red,Grin,Eyepatch - Bored,Mop  Brown,217073739323004595513609832355874494670
Terrapin #04081,Blue Grey,Common, Spikes,Luna Jersey,Grin,Tweeker ,Devil Horns,205992626261695681717476531469270550598
Terrapin #01372,Clouds,Luna,Base ,Naked,Subtle Smile,Cyborg - Tweeker,Basketball,125641942904784177855527080448616647209
Terrapin #05067,Mint,Tiger Teddy,Base ,Naked,Grin,Steam Punk - Angry,None,333216836279425555169045264848958304151
Terrapin #05367,Burnt Orange,Common,Base ,Naked,Ehh,Sunnies - Gold,Mohawk - Silver,254753702303789411365785952293787793402
Terrapin #07361,Neon Pink,Tiger Teddy,Base ,Steam Punk Shirt - Blue,Dopey,Cyborg - Closed Eye,Mohawk - Red,337143613158937175310740416531290504057
Terrapin #02366,Steel Blue,Common,Steam Punk ,Leather Jacket - Black and White,Sad,Bored ,Bonnett,307185905803927454414658713499229360838
Terrapin #08407,Blue Grey,Frog,Base ,Kings Robe,Scowl,Cyborg - Angry,Spiky  - Brown,103385427938276565662900129842312377843
Terrapin #05111,Purple,Teddy,Dragon Wings - Black,Luna Jersey,Snarl,Sunnies - Gun Metal,None,236016890305473704069593663171027452330
Terrapin #01267,Mint,Geisha,Scythe,Suit and Tie,Snarl,Bored ,Crown - Emerald,24831877223489051062050637926825159554
Terrapin #05283,Blue Grey,Rainbow,Knight Sword - Green,Kings Robe,Grin - Cigar,Tweeker ,Angel Halo,183714783485818218826235023017853088851
Terrapin #04557,Steel Blue,Tiger Teddy, Spikes,Cloak - Black,Grin,Tweeker ,Bonnett,128251128345817703992478118081010475091
Terrapin #04322,Blood Red - Big Moon,Luna,Steam Punk ,Cloak - Black,Snarl - Nose Ring,Tweeker ,Unicorn,290083134000167314986340935241932781741
Terrapin #05662,Steel Blue,Black and Yellow,Steam Punk ,Hawaiian Shirt - Pineapple,Moustache,Bored ,Devil Horns,256988858281783296869308937270748999310
Terrapin #08171,Baby Yellow,Lion,Base ,Cloak - Black,Monster,Tweeker ,Mohawk - Silver,172000800759788956986574983010511721721
Terrapin #05231,Mint,Common,Base ,Naked,Snarl - Nose Ring,Monocle - Tweeker ,Spiky  - Brown,61343749391078777785751916002153566637
Terrapin #08101,Steel Blue,Leopard Unicorn,Dragon Wings - Red,Naked,Moustache,Cyborg - Angry,Cap - ANC,76269043494545875095248585320941417170
Terrapin #06683,Purple,Common,Armoured ,Tuxedo,Scowl,Steam Punk - Angry,Mohawk - Green,222270303335739119038527263207747765530
Terrapin #09614,Neon Pink,Luna,Base ,Cloak - Black,Grin,Tweeker ,Mohawk - Red,78599925833436135056612841372461512957
Terrapin #02546,Blood Red - Big Moon,Common,Dragon Wings - Green,Hawaiian Shirt - Pineapple,Scowl,Bored ,Assassins Cowl - Black,94255385613626356104376897024430714074
Terrapin #05191,Early Light,Black and Yellow,Base ,Naked,Scream,Tweeker ,None,84774609737184373307433370722669331307
Terrapin #07498,Steel Blue,Geisha,Dragon Wings - Purple,Assassins Cloak - White,Dopey,Closed ,None,293937311222172384746486235148731065699
Terrapin #07993,Charcoal Full Moon,Lion,Dragon Scale - Green,Naked,Snarl - Cigar,Sunnies - Pink,Girls  - Brown,186653938459484061570504941991867608787
Terrapin #04194,Mint,Luna,Base ,Naked,Dopey,Tweeker ,Top Hat - black,135328300056401411320798165251000106749
Terrapin #08380,Lilac,Lion,Knight Sword - Blue,Luna Shirt,Scream,Cyborg - Bored,Dragon Hat - Purple,335680008576856521837081713835036194362
Terrapin #00539,Burnt Orange,Common,Dragon Scale - Purple,Orange Shirt,Ehh,Cyborg - Angry,Lion Hat,112558789017185437300383854839354644944
Terrapin #05448,Steel Blue,Leopard Unicorn,Base ,Naked,Scream,Cyborg - Tweeker,Dragon Hat - Green,208132840295015989274146816785204139823
Terrapin #02160,Early Light,Lion,Steam Punk ,Naked,Grin,Eyepatch - Bored,Crown - Emerald,33848605068124327166639911325140857918
Terrapin #01282,Charcoal - Big Moon,Lion,Turtle Katana,Luna Shirt,Grin,Tweeker ,Cap - Pylon,226484284650181624452086248612446760298
Terrapin #00792,Burnt Orange,Lion,Base ,Naked,Subtle Smile,Tweeker ,Mohawk - Silver,137390933015792393579158526240606005893
Terrapin #07757,Early Light,Teddy,Base ,Naked,Scowl,Steam Punk - Angry,Wizard Hat - Brown,214554570498719434671553653495008752189
Terrapin #03484,Mint,Black and Yellow,Base ,Orange Shirt,Sad,Cyborg - Bored,Cap - Luna,152303388982370378166502597233784585370
Terrapin #04836,Burnt Orange,Monochrome, Cannon,Naked,Ehh,Cyborg - Bored,Cap - MIR,98827239807136632166583228547239114312
Terrapin #02235,Mint,Hellfire, Cannon,Naked,Grin,Cyborg - Angry Clown,None,168786253065451581362125951720199580563
Terrapin #06002,Mint,Teddy,Dragon Wings - Purple,Naked,Dopey - Drool,Monocle - Bored ,Mohawk - Blue,184549879761591636912333306903874318103
Terrapin #08629,Steel Blue,Common,Steam Punk ,Naked,Snarl - Nose Ring,Laser ,Bowler Hat,183170844551045879232942922967357990925
Terrapin #07217,Baby Blue,Teddy,Knight Sword - Green,Orange Shirt,Dopey,Cyborg - Angry,Devil Horns,261830540408435469477166694576791779372
Terrapin #09829,Burnt Orange,Luna,Base ,Cloak - Black,Dopey,Sunnies - Pink,Mop  Black,257863952121198089959839307196696951722
Terrapin #08157,Early Light,Teddy, Spikes,Naked,Moustache,Steam Punk - Bored,Red  with Horns,97396990062938975097458145310863330840
Terrapin #05234,Lilac,Black and Yellow,Base ,Leather Jacket - Black,Scream,Bored  - Shaved Brow,Cap - ANC,101360160743567805536093382083219907992
Terrapin #01418,Mint,Lion,Knight Sword - Red,Steam Punk Shirt - Red,Dopey,Sunnies - Gun Metal,Terrorpin,162820735611742012323985636369662497332
Terrapin #08574,Mint,Common,Knight Sword - Blue,Hawaiian Shirt - Watermelon,Snarl - Nose Ring,Bored ,Mohawk - Blue,53095970756181297449623691792842641257
Terrapin #09076,Blue Grey,Geisha,Knight Sword - Green,Naked,Grin - 5pm Shadow,Tweeker ,Spiky  - Brown,253150223298082181646589294080480373762
Terrapin #00324,Charcoal Full Moon,Common,Dragon Wings - Red,Hawaiian Shirt - Watermelon,Dopey,Cyborg - Laser,Spiky  - Brown,39436864599035049973234120289566478551
Terrapin #00272,Baby Yellow,Luna,Steam Punk ,Cloak - Brown,Scream,Cyborg - Angry Clown,Cap - Luna,45778557307628303848841066720480432671
Terrapin #09893,Early Light,Luna,Dragon Wings - Green,Hawaiian Shirt - Pineapple,Grin,Tweeker ,Pirate Bandana,323289813357730148780558626793125907457
Terrapin #08653,Burnt Orange,Chocolate,Base ,Kings Robe,Bubblegum,Spectacles - Tortoise Shell,Afro,17818741936717136705376244259268281433
